title,text,create_dttm,link
"В Петербурге выяснили, как помочь людям с редкими заболеваниями","В Петербурге 975 человек страдают редкими заболеваниями. И число таких пациентов постоянно растет – как и стоимость лекарств, одна пачка которых может стоить миллион рублей.
В Петербурге 975 человек страдают редкими заболеваниями. И число таких пациентов постоянно растет – как и стоимость лекарств, одна пачка которых может стоить миллион рублей.
К редким заболеваниям относятся около 7 тысяч болезней. Согласно российским стандартам, орфанным является заболевание, встречающееся не более чем у 10 человек на 100 тысяч населения. Государство гарантирует лекарственную помощь за счет бюджета по 24 диагнозам, при этом в Санкт-Петербурге из 24 заболеваний зарегистрированы 22.
О наболевшем
В СПб ассоциации общественных объединений родителей детей-инвалидов ""ГАООРДИ"" состоялся круглый стол с участием вице-губернатора Санкт-Петербурга Анны Митяниной, представителей Комитета по здравоохранению, аппарата уполномоченного по правам ребенка в Санкт-Петербурге, депутатов и главврачей больниц. 
О своих в прямом смысле слова наболевших проблемах рассказали также представители пациентских организаций, среди которых люди, страдающие гемофилией, муковисцидозом, мышечной дистрофией Дюшенна, ""дети-бабочки"" и другие пациенты и их родственники. Анна Митянина сообщила, что из 975 зарегистрированных в Петербурге пациентов с редкими заболеваниями 703 взрослых и 272 ребенка. Число людей с орфанными заболеваниями неуклонно растет. 
Так, в Петербурге только с сентября 2017 г. эти списки пополнились еще 13 пациентами, за год в среднем на учет становятся около 100 человек.
На федеральном уровне
Растет и стоимость лекарств. Так, если в 2017 г. из местного бюджета на эти цели было выделено более 1 миллиарда рублей, то в 2018 году запланировано более 1,2 миллиарда, и этого недостаточно – необходимо как минимум 219 миллионов дополнительно. Проблема еще и в том, что почти все препараты для лечения таких заболеваний в России не выпускаются. 
Деньги на лечение уходят огромные, при этом практически все орфанные заболевания хронические, то есть пациент должен принимать лекарства пожизненно. 
""Стоимость одной упаковки препарата может быть от 5 тысяч рублей до 1 миллиона. На человека в год может уходить по 10-15 миллионов. Это приводит к ущемлению интересов других пациентов. Кроме того, мы сейчас замечаем тенденцию, что в Петербург приезжают люди из других регионов, так как у нас лекарственное обеспечение лучше. Эту проблему необходимо решать на федеральном уровне. Орфанные заболевания слишком затратны для региональных бюджетов"", – говорит начальник управления по организации работы фармучреждений и предприятий Комитета по здравоохранению Людмила Сычевская.
Поправки в кодекс
Впрочем, одну из важнейших проблем удалось решить. Так, после аналогичного круглого стола в ""ГАООРДИ"" были внесены поправки в Социальный кодекс СПб и расширен перечень тяжелых заболеваний, требующих проведения искусственной вентиляции легких на дому. 
""Аппараты предоставляются за счет бюджета. В них нуждаются 23 пациента, еще 33 пациента – в расходниках. Поручение выполняется"", – уточнила заместитель председателя Комитета по здравоохранению Яна Кабушка. 
Особое внимание на этот раз уделили проблемам лекарственного обеспечения и предоставления пациентам технических средств реабилитации медназначения, оказанию паллиативной помощи. Специалисты отметили, что по отдельным препаратам город обеспечен неплохо, но поддержка федерального центра необходима.",2 мартa 2018,https://spbdnevnik.ru/news/2018-03-02/v-peterburge-vyyasnili-kak-pomoch-lyudyam-s-redkimi-zabolevaniyami
Андрей Хлутков и Мария Щербакова вручили сертификаты на новые квартиры семьям льготных категорий,"Глава администрации Центрального района Андрей Хлутков и депутат петербургского парламента Мария Щербакова вручили сертификаты на новые квартиры семьям льготных категорий.
Глава администрации Центрального района Андрей Хлутков и
депутат петербургского парламента Мария Щербакова вручили сертификаты на новые
квартиры семьям льготных категорий.
Четыре многодетные семьи, где воспитывается более трех детей
и одна семья, в которой растет ребенок с ограниченными возможностями, получили
ключи от квартир в новостройках из рук Андрея Хлуткова.

По данным администрации Центрального района, в очереди на
жилье еще остается 61 многодетная семья, и 11 семей с детьми-инвалидами.

Торжественная церемония вручения прошла на площадке БКЗ
«Октябрьский» в рамках концерта, посвященного празднованию международного
женского дня в Центральном районе. Андрей Хлутков также поздравил женщин с
грядущим праздником. 

«Этот праздник уже более 100 лет отмечается во многих
странах мира. Исторически он был связан с борьбой женщин за свои права, но в
XXI веке утратил политический подтекст и является праздником, когда все мужчины
выражают свое восхищение прекрасной половине человечества. Женская интуиция,
целеустремленность, необычайная ответственность и работоспособность – все это
не только востребовано, без всего этого невозможно представить современный мир.
Невозможно представить политику, экономику, культуру, бизнес, да и любую другую
отрасль, которой бы не коснулась заботливая рука женщины. Женщины не просто
ответственно работают, они вкладывают в работу весь свой колоссальный
потенциал, зачастую применяя те качества, которых порой так не хватает нам,
мужчинам», - сказал глава Центрального района. 


«Что такое женщина, женщина это все. Красота и обаяние, уют
и порядок дома, здоровая конкуренция на работе. Какую профессию не возьми, где
женщина, там порядок, там все спокойно. Отдельно хочу поздравить самых главных
женщин – матерей. Вы совершили чудо, подарили жизнь», - добавила Мария
Щербакова.

Она также призвала проявить женскую солидарность и 18 марта
прийти на выборы.",4 мартa 2018,https://spbdnevnik.ru/news/2018-03-04/andrey-khlutkov-i-mariya-shcherbakova-vruchili-sertifikaty-na-novyey-kvartiry-semiam-lgotnykh-kategoriy
В Петербурге пройдет конкурс красоты среди девушек в инвалидных колясках,"В Петербурге начался прием заявок на участие в конкурсе красоты среди колясочников. Об этом сообщили организаторы конкурса красоты и таланта ""Невская Краса"".
В Петербурге начался прием заявок на участие в конкурсе красоты среди колясочников. Об этом сообщили организаторы конкурса красоты и таланта ""Невская Краса"".
Международный конкурс будет проходить в городе на Неве осенью 2018 года. Организаторы начали прием заявок – на страницах конкурса в социальной сети уже появляются анкеты и фотографии первых девушек-участниц.
Основные правилами конкурса: возраст от 20 до 35 лет, участницами могут стать женщины в инвалидных креслах. Отбор конкурсанток будет идти до 12 апреля 2018 года.
Одна из главных целей конкурса – задавать тренд поддержки маломобильных групп населения. Девушки-конкурсантки и победительницы привлекают внимание к проблемам этой группы людей.",5 мартa 2018,https://spbdnevnik.ru/news/2018-03-05/v-peterburge-proydet-konkurs-krasoty-sredi-devushek-v-invalidnykh-kolyaskakh
"Зара: ""Подарить частичку своего тепла может каждый""","Каких достижений удалось добиться за последние годы, не страшно ли было выступать в Сирии и о своих съемках в кино рассказала  популярная певица, заслуженная артистка России Зара.
Каких достижений удалось добиться за последние годы, не страшно ли было выступать в Сирии и о своих съемках в кино рассказала  популярная певица, заслуженная артистка России Зара.
– Зара, что бы вы могли назвать своим главным достижением?
– Конечно, моих детей. Старшему, Даниилу, 7 лет, младшему, Максиму – 5. Так что у меня два сына, два защитника Отечества. Мое счастье – в детях, родителях, друзьях. Я хочу их видеть счастливыми. 
– А если говорить о творчестве?
– Каждый год приносит интересные проекты, новые встречи, награды. Недавно мне было присвоено почетное звание ""Артист ЮНЕСКО во имя мира"". Это не совсем творческая награда, но для меня она очень важна, так как я занимаюсь проблемами детей с ограниченными физическими возможностями. Эти дети очень талантливы. Они рисуют, лепят, поют. Я занимаюсь с ними и учусь у них и их родителей терпению, самообладанию, силе духа. Если мне удастся внести хоть небольшую лепту в то, чтобы их жизнь стала лучше, я буду счастлива.
– Сегодня благотворительностью занимаются и звезды, и простые люди. Но некоторые и рады бы подключиться, да опасаются обмана.
– Да, такие случаи бывают. Как-то ко мне обратилась женщина, которая представилась как  инвалид-опорник. Я думала подарить ей коляску, но она отказалась – захотела денег. Однако помогать все равно надо, только помогать адресно. Вот недавно я была в доме престарелых в Ногинске. Прежде чем приехать, спросила, что привезти. Пожилые люди ответили, что им кроме внимания и уважения ничего не нужно. Конечно, я приехала не с пустыми руками. Но они больше всего радовались общению и песням. Может, этим я хоть немного продлила им жизнь. 
Я рада, что сегодня отношение к благотворительности, которая должна воспитываться с детства, постепенно меняется. Когда я говорю своим сыновьям, что ту или иную игрушку нужно отдать в детский дом, они меня уже хорошо понимают.  Благотворительность – это состояние души. Подарить частичку своего тепла может каждый.
– Именно его вы и дарили нашим воинам в Сирии? 
– Я была там трижды. Когда в Министерстве обороны мне предложили туда полететь первый раз, я даже не думала отказываться, сразу вспомнив наших замечательных артистов, которые ездили с концертами на фронт. И я стала первой артисткой, которая выступила в Сирии. Потом была там еще 2 раза уже с моим коллективом. Я не думала об опасности, понимала, как этим воинам нужны наше тепло и внимание. Эти люди охраняют нас от бед. Уверена, история обязательно учтет вклад России в борьбу с терроризмом. А самым памятным подарком для меня стала фотография крыши сирийского дома, на которой огромными буквами была выведена надпись: ""Вы наши братья"".
– Единению людей посвящен и организованный вами в прошлом году международный этнический фестиваль ""Музыка наших сердец"".
– Да, я – человек восточный, но русская. Мне очень близка этническая музыка, которую надо поддерживать на всех уровнях, и хорошо, что многие это понимают. На фестивале от России выступал со стихами Сергей Безруков, от Грузии – Зураб Церетели, от Узбекистана – Юрий Стоянов. Он вспомнил удивительную историю, как во время войны его маму, которой было 7 лет, и ее брата 5 лет эвакуировали в Ташкент, где их спасла узбекская семья, которая отдавала им все лучшее. ""Они спали на кровати, а хозяева – на полу. А когда пришло время идти в школу, эти люди из своей единственной шторы сделали маме школьный фартук, а ее брату из единственной скатерти рюкзак"", – рассказал он. Я хочу, чтобы все знали о лучших представителях каждой нации. Это и есть патриотизм, это наша история, без которой нет будущего.
– Вы – певица, но еще и снимаетесь в кино.
– Да, сейчас на экраны выходит фильм ""Рубеж"", рассказывающий о сражении на Невском пятачке. У меня там небольшая роль, но все говорят, что она получилась. Даже Игорь Костолевский сказал приятные слова. В картине занят замечательный актерский состав, и на съемках все было очень реалистично. Мы мерзли в окопах, не помогали даже специальные грелки. Но, конечно, даже на сотую толику не приблизились к тому, что видели наши деды. Для меня это очень важный фильм. И я рада, что его создателям удалось современным языком рассказать о моих земляках ленинградцах, их бессмертном подвиге. Я хочу, чтобы наши дети и внуки так же относились к ним, как и мы.   
Я много встречаюсь с молодыми людьми. С каким неравнодушием они воспринимают события, происходящие в обществе! И как приятно видеть, что им важно будущее России. Они горят, они хотят, они мечтают что-то поменять. И самое главное – они понимают, что нужно начать с себя, со своего родного края. И если они начнут проявлять инициативу, то и власть это поддержит. Не стоит всю ответственность перекладывать на руководящие должности, нужно что-то и самим сделать.
– Зара, а когда вы дадите концерт в нашем городе?
– Петербург – мой родной город, мне всегда приятно бывать здесь. В этом году у меня небольшой юбилей – мне исполнится 35 лет. И по этому случаю в октябре в БКЗ ""Октябрьский"" состоится мой сольный концерт.
Зара – российская эстрадная певица, актриса и общественный деятель. Родилась в Ленинграде. С серебряной медалью окончила петербургскую гимназию №56, с красным дипломом – детскую музыкальную школу по классу фортепиано. Зара вообще привыкла побеждать. Она была финалисткой телевизионного конкурса ""Утренняя звезда"" и шоу ""Фабрика звезд-6"" на Первом канале, лауреатом различных международных фестивалей. Участвовала в ледовом шоу ""Лед и пламень"" вместе с олимпийским чемпионом фигуристом Антоном Сихарулидзе, снималась в кино. В 2016 году получила звание заслуженной артистки РФ.",7 мартa 2018,https://spbdnevnik.ru/news/2018-03-07/zara---podarit-chastichku-svoeygo-tepla-mozhet-kazhdyy
"""Азбуку Здоровья"" заставили обеспечить доступ для инвалидов","Ортопедический салон ""Азбука Здоровья"", расположенный в Петергофе, нарушил закон о защите прав инвалидов. Об этом сообщили в пресс-службе прокуратуры города.
Ортопедический салон ""Азбука Здоровья"", расположенный в Петергофе, нарушил закон о защите прав инвалидов. Об этом сообщили в пресс-службе прокуратуры города. По имеющейся информации, индивидуальный предприниматель Наталья Спиридонова не организовала доступ для инвалидов в помещение салона на Петергофской улице.
“На входе в салон имелся дверной порог высотой 7 сантиметров, отсутствовала кнопка вызова персонала или табличка с номерами телефонов сотрудников, что препятствовало доступу инвалидов и маломобильным группам населения в салон”, – рассказали в ведомстве. 
В настоящее время все нарушения устранены.",12 мартa 2018,https://spbdnevnik.ru/news/2018-03-12/azbuku-zdorovia--zastavili-obespechit-dostup-dlya-invalidov
Суд в Петербурге отказался приравнять водителя мусоровоза к инвалиду-колясочнику,"Приморский районный суд повторно отказался признать 72-летнего пенсионера виновным в наезде на водителя мусоровоза, угодившего ногой под заднее колесо его автомобиля. После отмены предыдущего решения городским судом районная Фемида вновь не увидела в действиях пожилого водителя состава правонарушения, а в потерпевшем – пешехода.


Приморский
районный суд повторно отказался признать 72-летнего пенсионера виновным в
наезде на водителя мусоровоза, угодившего ногой под заднее колесо его
автомобиля. После отмены предыдущего решения городским судом районная Фемида
вновь не увидела в действиях пожилого водителя состава правонарушения, а в
потерпевшем – пешехода.
Тяжба
тянется почти год. На кону – около 70 тысяч рублей расходов на лечение и около
100 тысяч рублей, которые пострадавший хочет потребовать в качестве компенсации
морального вреда. Весь вопрос – кому адресовать материальные претензии:
работодателю или пенсионеру, имеющему к тому же инвалидность.
Пешеход
или нет
В
поиске ответа на этот вопрос суды двух инстанций разбирались, кем в момент ДТП,
произошедшего утром 6 марта 2017 года на внутридворовом проезде между двумя
домами по улице Авиаконструкторов, являлся пострадавший – пешеходом или
человеком, производившим работы на проезжей части.
В
протоколе об административном правонарушении сотрудник АО ""Автопарк №6
""Спецтранс"" Владимир Гросс был обозначен инспектором ДПС как пешеход,
получивший перелом ноги в связи с тем, что водитель Владимир Юнин ""не обеспечил
безопасный боковой интервал"". Защита последнего, ссылаясь на п. 1.2 Правил
дорожного движения РФ, поясняла, что потерпевший в момент наезда осуществлял
работы по вывозу мусора, а следовательно, не являлся пешеходом. Под заднее
колесо проезжавшего мимо на скорости в 20 км/ч автомобиля рабочий угодил в тот
момент, когда двинулся спиной на проезжую часть, вытаскивая с тротуара мусорный
контейнер.
""При
осуществлении работ была нарушена инструкция организации, поскольку
пострадавший совмещал работу грузчика и водителя"", – рассказал ""Петербургскому
дневнику"" адвокат ответчика Виктор Касаткин.
Представитель
потерпевшего, в свою очередь, пояснял в суде, что совместительство разрешено
внутренними приказами компании.
Избежать
же наезда автомобиля на рабочего, внезапно попятившегося с тяжелым контейнером
по проезжей части, пенсионер, как полагает его защитник, объективно не мог. Это
обстоятельство подтвердила и судебная автотехническая экспертиза, сделавшая
вывод о том, что водитель ""не располагал технической возможностью предотвратить
ДТП"".
""В
протоколе об административном правонарушении неверно определен статус Гросса
как участника дорожного движения"", – сделала в октябре 2017 года вывод судья
Любовь Суворова.
Как
указано в постановлении, столкновения могло не произойти, если бы пострадавший проявил должную осмотрительность.
Пошли
на второй круг
Но
суд апелляционной инстанции в конце декабря 2017 года это решение отменил,
указав, что в момент ДТП рабочий только перевозил контейнеры, а не осуществлял
погрузку. Следовательно, он – пешеход, поскольку в соответствии с п. 4.1
ПДД РФ пешеходы, тащащие громоздкие предметы, а также инвалиды-колясочники
""могут двигаться по краю проезжей части, если их движение по тротуару создает
помехи другим пешеходам"".
Тем
не менее и новый состав Приморского районного суда в лице судьи Ларисы
Васильевой прекратил дело, отказавшись приравнять работника ""Спецтранса"" теперь
уже и к инвалиду-колясочнику или пешеходу с поклажей.
В
юридической службе автопарка прокомментировать ситуацию не смогли. Не
исключено, что юристы компании, представляющие интересы уже вернувшегося к
работе сотрудника, будут вновь обжаловать вынесенное постановление.",13 мартa 2018,https://spbdnevnik.ru/news/2018-03-13/sud-v-peterburge-otkazalsya-priravnyat-voditelya-musorovoza-k-invalidu-kolyasochniku
"Построил дом, посадил дерево, воспитал сына – и покорил небо","Вывести самолет из смертельного пике, собрать токарный станок, увлекать за собой тысячи людей, вдохновляя их своим примером. Пройдя долгий жизненный путь, Василий Волобуев и сегодня служит людям, возглавляя одну из самых многочисленных ветеранских организаций Петербурга.
Вывести самолет из смертельного пике, собрать токарный станок, увлекать за собой тысячи людей, вдохновляя их своим примером. Пройдя долгий жизненный путь, Василий Волобуев и сегодня служит людям, возглавляя одну из самых многочисленных ветеранских организаций Петербурга.
– Приходилось бывать на грани жизни и смерти?
– Несколько раз. К примеру, один из рядовых, казалось бы, вылетов на Як-18 остался в памяти на всю жизнь. Взлетаю. Обороты на полную, но понимаю: что-то не так, двигатель не тянет. Обычно набираешь по 10-15 метров ввысь, а тут еле 6 выходит. Делаю штопор. Высота падает до 350 метров, и тут в фонарь бьет поток масла. Видимости нет. Пришлось открыть фонарь и, постоянно выглядывая из кабины, сажать жутко вибрирующий Як. Позже выяснилось, что, пролети я еще немного, двигатель развалился бы прямо в воздухе. К моменту посадки внутри была каша, а он сам держался на трех разболтанных болтах, остальные сорвало. 
– В воздухе все решают секунды, реально исправить ошибку за столь короткий срок?
– В 1967 году мы отрабатывали маловысотное боевое применение МиГ-17. По плану учений, мой коллега наводился на меня, потом менялись местами и вели огонь по целям на полигоне. Все это на  минимальных высотах, не более 600 метров. При этом самолеты были тяжелыми, с полной загрузкой топлива и вооружения. Прохожу отрезок, где по мне должен отработать Володя, мой сослуживец. Так получилось, что он вылетел позже и никак не мог меня заметить. Решил сделать бочку, чтобы привлечь его внимание, но шел-то я уже на пониженных оборотах. 
Мгновенно упала
подъемная сила, нагруженная машина затряслась, несясь к земле, словно
метеор. Тут были даже не секунды, а мгновения, до земли всего 400
метров. Вытащил над самыми верхушками сосен.
– В молодости
вы работали токарем. Не скучаете по ручному труду?
– Зачем скучать – и сейчас с удовольствием могу переколоть грузовик дров. На даче
дом построил, сад обустроил, пятиходовую печь сложил, токарный станок
смастерил – все своими руками.
– Зачастую люди
старшего поколения опускают руки и замыкаются в себе. Как вы
сохраняете энергию?
– Надо делать
дело, особенно когда оно приносит пользу людям и, как следствие, твоей
душе. Не вижу смысла сидеть дома и скучать, и возраст тут ни при чем.
Общественники – люди, которые живут в согласии с собой
и другими людьми. А это один из важнейших факторов здоровья.
Считаю, что нужно ставить цели и добиваться их, а не потакать
своим желаниям. Наша организация прикладывает все усилия, чтобы вовлекать
ветеранов в активную жизнь. Среди них много удивительных людей, обладающих
колоссальным потенциалом и опытом.
***
Василий Волобуев – председатель Санкт-Петербургской общественной организации ветеранов
(пенсионеров, инвалидов)
войны, труда, вооруженных
сил и правоохранительных
органов. В детстве пережил фашистскую оккупацию. В 1966 году он окончил Армавирское высшее военное
авиационное Краснознаменное училище летчиков
ПВО, получив диплом
летчика-инженера с отличием.
В 1970 году стал летчиком
1-го класса. 
В 1992 году Волобуев уволился из вооруженных сил в запас
в звании генерал-майора
авиации.
После этого 15 лет работал
заместителем директора
петербургской школы
№83.
В 2013 году был избран председателем ветеранской
организации. Воспитал сына, а на сегодняшний день уже стал
прадедушкой.",16 мартa 2018,https://spbdnevnik.ru/news/2018-03-16/postroil-dom-posadil-derevo-vospital-syna---i-pokoril-nebo
Людмила Косткина: «Из 1880 избирательных участков в Петербурге менее 200 малодоступных»,"Председатель Комиссии по качеству жизни, социальной политике, делам ветеранов, здравоохранению и трудовым отношениям Общественной палаты Санкт-Петербурга Людмила Косткина рассказала об организации доступной среды на избирательных участках.
Председатель Комиссии по качеству жизни, социальной
политике, делам ветеранов, здравоохранению и трудовым отношениям Общественной
палаты Санкт-Петербурга Людмила Косткина рассказала об организации доступной
среды на избирательных участках.
«Мы только что с избирательных участков. Более 4 тысяч
наблюдателей от общественной палаты и мобильные бригады работают с 7 утра. Их
задача - не только смотреть как проходят выборы, но и сделать все возможное,
чтобы каждый петербуржец смог выполнить гражданский долг», - рассказала Людмила
Косткина. 

Она также добавила, что перед выборами Общественная палата
занималась вопросом организации доступной среды на избирательных участках. По
ее словам, в Петербурге около 44 тысяч человек голосуют на дому и было
необходимо отследить, чтобы количество урн для голосования и транспорта было
достаточным, чтобы обеспечить возможность голосования для людей с ограниченными
возможностями здоровья. 

Из 1880 постоянных участков полную доступность имеют 557,
частично доступны 1127. Есть труднодоступные участки, расположенные на третьем
этаже.

Социальные работники собрали информацию о 287 тысячах
горожан, которые не выходят из дома или частично мобильны. Многие из списка
голосования на дому хотели лично выполнить гражданский долг. 

«Лично столкнулась с человеком, который был в списках
голосования на дому, который сказал, что хочет выполнить свой гражданский долг
и приехал на участок на коляске. Для удобства людей им предложили перейти на
доступные участки», - отметила Косткина.

На 196 малодоступных участках работали волонтеры, которые
помогали пожилым людям и инвалидам. На 43 участках работают сурдопереводчики,
21 участок оборудован шрифтом Брайля.",18 мартa 2018,https://spbdnevnik.ru/news/2018-03-18/lyudmila-kostkina---iz-1880-izbiratelnykh-uchastkov-v-peterburge-meneey-200-malodostupnykh
В Петербурге работает 21 участок с тактильной разметкой,"На необычном избирательном участке на Джамбула, 3 – высокая явка. Он приспособлен под голосование для слабовидящих.  Это центр реабилитации инвалидов по зрению.
На необычном избирательном участке на Джамбула, 3 – высокая явка.
Он приспособлен под голосование для слабовидящих.  Это центр реабилитации инвалидов по зрению. 

«Данный участок оборудован с учетом потребностей людей с
нарушениями зрения, слуха или опорно-двигательной системы, - рассказал директор
центра Анатолий Талятов. -  Уже на входе
избирателей встречают волонтеры центра. Само помещение для голосования
оборудовано специальными трафаретами, памятками с шрифтом Брайля и лупами с
50-тикратным увеличением. Кроме того, на полу здесь нанесена тактильная
разметка и размещены указатели, чтобы слабовидящим людям было проще
ориентироваться на участке».",18 мартa 2018,https://spbdnevnik.ru/news/2018-03-18/v-peterburge-rabotaeyt-21-uchastok-s-taktilnoy-razmetkoy
В Манеже откроется инклюзивный проект “Прикосновение”,"Завтра, 23 марта, в Манеже представят новый инклюзивный проект ""Прикосновение"". Об этом сообщили в пресс-службе Комитета по культуре СПб. 
Завтра, 23 марта, в Манеже представят новый инклюзивный проект ""Прикосновение"". Об этом сообщили в пресс-службе Комитета по культуре СПб. 
Выставка предлагает новый взгляд на отношения между зрителями и произведениями искусства. Экскурсия доступна для просмотра и инвалидам по зрению – она снабжена экспонатами для тактильного просмотра. 
""Проект посвящен теме отношения к инвалидности в современном обществе. Одним из первых художников, обратившихся к этой проблеме после Великой Отечественной войны, стал Вадим Сидур. Его работы составят центральную часть экспозиции"", – рассказали организаторы. 
Ранее ""Петербургский дневник"" сообщал о том, что в городе продлили уникальную выставку Модильяни из-за наплыва посетителей.",22 мартa 2018,https://spbdnevnik.ru/news/2018-03-22/v-manezhe-otkroeytsya-inklyuzivny-proeykt--prikosnoveniey
